epoch,train_loss,val_loss,val_mean_dice
1,0.9570916121204694,0.8107587334721588,0.24428999423980713
2,0.6874263247563726,0.6220818453056868,0.32448312640190125
3,0.5105999397734801,0.5979120266991992,0.38711032271385193
4,0.39416971270527157,0.3745211508384971,0.49057069420814514
5,0.32949917302245185,0.3347233928913294,0.5263213515281677
6,0.2839890769017594,0.2914089356050935,0.573864758014679
7,0.24258240152682578,0.261541283061338,0.6216618418693542
8,0.19949796645059473,0.20613208066585453,0.714181125164032
